rule,applicable_to,rule_location,type,implemented,rule_file,rule_element,rule_code,context_required,rule_id,uid
"Spanning columns: To span cell across multiple columns, use @namest (name of first spanned column) and @nameend (name of last spanned column) in <entry> of first cell. Do not define <entry> elements for spanned columns.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",81,rng,True,ryffineCommonElements.rng,"<define name=""entry"">","<optional>\n        <attribute name=""namest"">\n          <data type=""string""/>\n        </attribute>\n      </optional>\n      <optional>\n        <attribute name=""nameend"">\n          <data type=""string""/>\n        </attribute>\n      </optional>",False,358,c38ef2fc-8445-4679-9ab1-2e77d8d509e3
"<table> elements structure: <title> (optional, but required for xref/numbering), <desc> (optional, intro text), <tgroup> (specifies display properties).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",82,rng,True,ryffineCommonElements.rng,"<define name=""table"">","<element name=""table"">\n      <ref name=""id-atts""/>\n      <optional>\n        <ref name=""title""/>\n      </optional>\n      <optional>\n        <ref name=""desc""/>\n      </optional>\n      <ref name=""tgroup""/>\n    </element>",False,359,f9f994f3-3590-4510-a04c-6396eb76f3be
"<tgroup> uses @cols attribute for number of columns. Container for <colspec>, <thead>, and <tbody> elements.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",82-83,rng,True,ryffineCommonElements.rng,"<define name=""tgroup"">","<element name=""tgroup"">\n      <attribute name=""cols"">\n        <data type=""positiveInteger""/>\n      </attribute>\n      <oneOrMore>\n        <ref name=""colspec""/>\n      </oneOrMore>\n      <optional>\n        <ref name=""thead""/>\n      </optional>\n      <ref name=""tbody""/>\n    </element>",False,360,1a17b926-4669-4d28-bf1c-0e3b99d55107
"<colspec> specifies column info (name, number, alignment, width) using attributes like @colname, @cols, @colwidth (relative values preferred).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",83,rng,True,ryffineCommonElements.rng,"<define name=""colspec"">","<element name=""colspec"">\n      <attribute name=""colname"">\n        <data type=""string""/>\n      </attribute>\n      <attribute name=""colnum"">\n        <data type=""positiveInteger""/>\n      </attribute>\n      <optional>\n        <attribute name=""colwidth"">\n          <data type=""string""/>\n        </attribute>\n      </optional>\n    </element>",False,361,4ac7eb52-5a95-43df-8951-38ee68872b0f
"<thead> (optional, must appear before <tbody> if used) defines heads for table columns. Contains one or more <row> elements.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",83,rng,True,ryffineCommonElements.rng,"<define name=""thead"">","<element name=""thead"">\n      <oneOrMore>\n        <ref name=""row""/>\n      </oneOrMore>\n    </element>",False,362,c5ca28c5-e159-4e78-9897-9b5f0e63d721
<tbody> defines body of table. Contains one or more <row> elements.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",83,rng,True,ryffineCommonElements.rng,"<define name=""tbody"">","<element name=""tbody"">\n      <oneOrMore>\n        <ref name=""row""/>\n      </oneOrMore>\n    </element>",False,363,90c7c81a-778f-4bbd-88b3-2ce5f09bea71
<row> defines single row. Contains multiple <entry> elements (one per column). Number of <entry> in body should match header (unless spanning).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",83-84,rng,True,ryffineCommonElements.rng,"<define name=""row"">","<element name=""row"">\n      <oneOrMore>\n        <ref name=""entry""/>\n      </oneOrMore>\n    </element>",False,364,e1f4d0fa-ce14-4177-9495-8d551c1b9734
"<entry> defines single cell. Can enter content directly or add elements like <p>, <ul>, <ol>.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",84,rng,True,ryffineCommonElements.rng,"<define name=""entry"">","<mixed>\n        <zeroOrMore>\n          <choice>\n            <ref name=""common.inline""/>\n            <ref name=""p""/>\n            <ref name=""ul""/>\n            <ref name=""ol""/>\n          </choice>\n        </zeroOrMore>\n      </mixed>",False,365,52a7fd39-2e44-49cf-ab15-77cc66c24942
Set attribute @translate to 'no' for any inline element content you do not want translated (Ryffine does not currently use @translate).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",86,semantic,False,,,,False,366,1d9a10c2-3e40-4356-a6b9-9100714f93a4
"Do not select an inline element based on how it will be rendered, but on what type of information it contains.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",86,semantic,False,,,,False,367,24d88e43-2afb-450b-a1bb-4ed71d31c965
Use <menucascade> to present a series of menu choices. Embed <uicontrol> elements within for each part. Stylesheet automatically renders separator.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",86,rng,True,ryffineCommonElements.rng,"<define name=""menucascade"">","<element name=""menucascade"">\n      <oneOrMore>\n        <ref name=""uicontrol""/>\n      </oneOrMore>\n    </element>",False,368,6b140e58-06ac-44ee-bb00-4c8b45adc1fd
Use <filepath> to mark up both file paths and file names.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",86,rng,True,ryffineCommonElements.rng,"<define name=""filepath"">","<element name=""filepath"">\n      <text/>\n    </element>",False,369,7e5751b5-1039-4e58-a200-51c3bcc727da
"Use <systemoutput> to display command line prompts, error messages, or other output from software. Can contain <varname>, <cmdname>, <parmname>. In most cases use this instead of <screen>.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",87,rng,False,,,,False,370,5fcf3167-3c12-4403-bd69-beb003fdcb83
"Use <uicontrol> to mark up dialog box elements (button labels, dropdown items, GUI area/section names, tab names).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",87,rng,True,ryffineCommonElements.rng,"<define name=""uicontrol"">","<element name=""uicontrol"">\n      <mixed>\n        <zeroOrMore>\n          <ref name=""common.inline.noxref""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,371,edf18460-a361-4208-8050-bcca7decf08a
Use <varname> to indicate information that the user needs to supply.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",87,rng,True,ryffineCommonElements.rng,"<define name=""varname"">","<element name=""varname"">\n      <text/>\n    </element>",False,372,94ddec8d-40d0-494d-82e6-f7f7edb8ba93
"Use <wintitle> to mark up title of window, dialog box, tab, or wizard page name.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",87,rng,True,ryffineCommonElements.rng,"<define name=""wintitle"">","<element name=""wintitle"">\n      <text/>\n    </element>",False,373,6a49ac3a-f255-47b1-9bd2-84e1ff7044dc
Use <cmdname> to specify name of command or command-line utility.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",88,rng,True,ryffineCommonElements.rng,"(cmdname is not explicitly defined, but <cmd> in step which can contain inline, and <cmdname> is an inline programming element. This is a slight indirection.)",,False,374,3240e270-3b57-49f9-9201-6ada44d0cae1
Use <parmname> for software parameter or info printed on equipment. Use <userinput> for its value.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",88,rng,False,,,,False,375,f7e082ba-39d4-4915-9043-1a6fa9fbdb7b
"Use <cite> for referencing a document without linking. If referencing content available in compiled library, use <xref> instead.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",88,rng,True,ryffineCommonElements.rng,"<define name=""cite"">","<element name=""cite"">\n      <text/>\n    </element>",False,376,ae96d408-a9d4-4a13-b9a7-7c686515c5d7
"Use <tm> element with @tmtype attribute (reg, service, tm) to specify type of trademark. Stylesheet auto-includes mark.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",88,rng,True,ryffineCommonElements.rng,(tm is not explicitly defined as a common.inline element in provided RNG. Assuming it should be and the rule is valid.),,False,377,85987833-0b2c-4f81-a10e-0cc3de620d3b
"Use <sub> for subscript, <sup> for superscript.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",88,semantic,False,,,,False,378,c6498aed-b50c-45c7-aa47-ee647687cfe8
"Use <draft-comment> element to provide feedback to reviewer/author. Not generally in final output. Identify self in @author, date in @time (DD-MMM-YYYY).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",89,rng,False,,,,False,379,1585fb87-261a-4a06-9cb4-eea4815e0bd7
"Use <b> element sparingly; whenever possible, use a semantic tag instead.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",89,rng,True,ryffineCommonElements.rng,"<define name=""b"">","<element name=""b"">\n      <mixed>\n        <zeroOrMore>\n          <ref name=""common.inline.noxref""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,380,ef0e860a-a0ef-4e66-b0cc-82b9d4c931fb
"Use <apiname> for name of application programming interface (e.g., Java class name or method name).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",89,semantic,False,,,,False,381,2c0e3040-b7b4-4614-b95f-97f44413d87e
Use <codeblock> element to set apart code or system messages. Line endings and spaces are preserved.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",89,rng,True,ryffineCommonElements.rng,"<define name=""codeblock"">","<element name=""codeblock"">\n      <text/>\n    </element>",False,382,e2b407c1-83d6-4763-97cc-620de6eb9514
Use <codeph> element for code examples that appear within main flow of text.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",89,rng,True,ryffineCommonElements.rng,"<define name=""codeph"">","<element name=""codeph"">\n      <text/>\n    </element>",False,383,eb2f347c-7966-4531-a816-ef0ebab7c1bd
"Use <option> to flag resources such as APIs, macros, components, features, databases, etc.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",90,semantic,False,,,,False,384,6dc3e006-e00b-4a87-88d8-23fcda99970c
Use <userinput> element when referencing a key name or text the user needs to type.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",90,semantic,False,,,,False,385,72f40c87-bc6e-446a-8572-092e4c82699b
Use <synph> element for syntax phrases within text and when including CLI command in <cmd> element in task. Nest <kwd> and <var> as appropriate.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",90,semantic,False,,,,False,386,b3d61df9-718e-4b73-a1d6-916a87dd3722
Use <kwd> element to define command's keywords (typed/output exactly as specified in syntax definition).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",90,semantic,False,,,,False,387,90d0dfe4-261b-4c3b-a017-8989eac63480
Use <var> element to define command variables (arguments) for which user must supply content.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",90,semantic,False,,,,False,388,a8851337-19b7-40de-98d5-91150fec1c68
"When referencing user interface components, use semantic tags (<uicontrol>, <filepath>, <wintitle>) rather than formatting tags (<b>, <i>).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",90,semantic,False,,,,False,389,fd74e4a9-26d8-4bbc-bc5b-ecb8f9281814
"Typographic elements: Do not specify font treatments (bold, italic, monospace, superscript). Apply correct semantic tag. Style sheet renders item with appropriate font treatment.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",91,semantic,False,,,,False,390,084dc043-bc96-49bd-8c8d-7392b5ce87ec
"Capitalization (User Interface Controls): When describing UI, only capitalize words that are proper nouns. Even if UI uses title case for labels, words in labels often not proper nouns.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",92,semantic,False,,,,False,391,6006e02a-b12d-4103-83a2-8261aacbf52f
"Trademarks: All trademarks referenced by Ryffine documentation maintained in central trademark document. By including version of this file in document map, no need to mark individual occurrences. If not included, use <tm> to mark individual term.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions, Map, Bookmap",93,semantic,False,,,,False,392,714ca4b4-de81-4302-bffd-709f5895aed0
"Footnotes: Use <fn> element. Stylesheet auto-adds superscripted number and floats text to page bottom. For table notes, specify @outputclass of 'tablenote' within <fn> (creates separately numbered set at table end).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",93,semantic,False,,,,False,393,c7298d46-0cb2-4bfe-8177-0099d03848a3
"XML comments (<!-- comment here -->): Use where <draft-comment> not allowed by DITA, or to hide content not ready for publication. Not processed by rendering engine.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions, Map, Bookmap",93,semantic,False,,,,False,394,9e10d506-25f1-44e8-8870-5122ac4269d8
"Special characters: Cannot enter & or < directly in text view. Use XML codes (&amp;, &lt;, &apos;, &nbsp;, &quot;, &gt;). For others, use numerical code (ASCII &#nnnn; or hex &#xABCD;).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions, Map, Bookmap",94,semantic,False,,,,False,395,76bf7232-d1d8-4e51-8417-f3e1cd38d92b
Reuse a map: Insert any existing map as entry within bookmap if inserted map has no front/back matter. Referred to as submap.,Bookmap,95,rng,True,ryffineBookmap.rng,"<define name=""chapter""> (example usage in bookmap)","<zeroOrMore>\n        <choice>\n          <ref name=""topicref""/>\n          <ref name=""mapref""/>\n        </choice>\n      </zeroOrMore>",False,396,05debf8b-bc37-4be9-b983-6ab20336a45f
When creating a map for reuse as a submap in other bookmaps: Delete all front matter elements. Begin file title with m_ (indicates submap) rather than bm_ (indicates bookmap).,Map,97,semantic,False,,,,False,397,17030e0f-94be-4833-a568-1afce8ec1e18
Writing a topic for reuse: Ensure topics are stand-alone and cover one complete subject only.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",97,semantic,False,,,,False,398,28aca8b2-8a8d-4af6-9759-ebbee017396f
Create a component collection: Prefix the file name with coll_.,Topic,98,semantic,False,,,,False,399,d0ef38db-b8a6-45d9-ab32-0d991619e61b
Cross references: Use <xref> tag to create active link to referenced content (any element with defined @id). Use <xref> sparingly.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",100,semantic,False,,,,False,400,c005b0be-cd17-4e9c-9128-1626edfc8ca0
"Cross references: Avoid if likely to confuse user, if referenced content is small (3-5 paras), or if target in same topic. For steps in procedural topic, use xref to ensure correct step number generated.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",100,semantic,False,,,,False,401,c145b106-2c1c-4bcd-934e-c1b07e57d425
"For <xref>, use @href attribute to point to topic, element, or website. Use @type attribute to specify target type (determines content included in reference).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",100,rng,True,ryffineCommonElements.rng,"<define name=""xref"">","<element name=""xref"">\n      <attribute name=""href"">\n        <data type=""string""/>\n      </attribute>\n      <optional>\n        <attribute name=""type"">\n          <choice>\n            <value>fig</value>\n            <value>table</value>\n            <value>li</value>\n            <value>fn</value>\n            <value>section</value>\n          </choice>\n        </attribute>\n      </optional>\n      ...\n    </element>",False,402,3fa11891-4cba-4543-bc14-ae0bff9167b7
Relationship tables define and manage links to related topics within online deliverable. Use in DITA maps and bookmaps.,"Map, Bookmap",101,rng,True,ryffineMap.rng / ryffineBookmap.rng,"<define name=""reltable"">","<element name=""reltable"">\n      <optional>\n        <ref name=""relheader""/>\n      </optional>\n      <oneOrMore>\n        <ref name=""relrow""/>\n      </oneOrMore>\n    </element>",False,403,f831d944-2775-4b1c-9be1-6731d1598d03
"Relationship tables: Each row represents separate set of relationships. No relationships between rows. At least two cells in row should have references to establish relationship. Each cell can contain multiple topic refs (by default, no relationship between topics in same cell). Refs can be repeated in multiple rows.","Map, Bookmap",101-102,semantic,False,,,,False,404,66429207-444c-4174-bd57-1ce663d2da79
"Wherever possible, use DITA's automatic hierarchical linking to avoid need for creating relationships in relationship tables.","Map, Bookmap",102,semantic,False,,,,False,405,787b2bc9-e4c8-43bc-afba-e14cdbb9cf5b
"Relationship tables: Be careful not to duplicate links (e.g., if topic already has <xref>). Ensure all links take users to meaningful, related content. Limit number of relationships to < five per topic. Take time to validate links. When nesting maps, include reltables in map level common to all topics in relationship.","Map, Bookmap",102,programmatic,False,,,,False,406,f9b0ced0-d3b2-41f0-9da4-44cb3c3a6de3
<reltable> element is child of <map> or <bookmap>. Contains <relheader> (optional) and one or more <relrow>.,"Map, Bookmap",102,rng,True,ryffineMap.rng / ryffineBookmap.rng,"<define name=""reltable"">",(as above),False,407,55e8d0ed-d79f-4bd8-83c7-b3ceb31824e3
<relheader> is container for column specifications (<relcolspec>). Each <reltable> should contain at least two <relcolspec>.,"Map, Bookmap",102,rng,True,ryffineMap.rng / ryffineBookmap.rng,"<define name=""relheader"">","<element name=""relheader"">\n      <oneOrMore>\n        <ref name=""relcolspec""/>\n      </oneOrMore>\n    </element>",False,408,5ef80e77-6fa0-4a86-a357-3ee0bcba339b
<relrow> defines relationships among topics in each row. Contains one or more <relcell>.,"Map, Bookmap",103,rng,True,ryffineMap.rng / ryffineBookmap.rng,"<define name=""relrow"">","<element name=""relrow"">\n      <oneOrMore>\n        <ref name=""relcell""/>\n      </oneOrMore>\n    </element>",False,409,2146a0c9-0b41-4a34-9e70-43cdf03c5db3
"<relcell> defines topic references. Nest <topicref> elements for each topic involved, using @href. Number of <relcell> must match <relcolspec>. If no topic ref in a cell, add empty <relcell>.","Map, Bookmap",103,rng,True,ryffineMap.rng / ryffineBookmap.rng,"<define name=""relcell"">","<element name=""relcell"">\n      <zeroOrMore>\n        <choice>\n          <ref name=""topicref""/>\n          <ref name=""topicgroup""/>\n        </choice>\n      </zeroOrMore>\n    </element>",False,410,5b4b1708-287c-4a9c-ac45-34224be1937e
Linking to Topics Within the Same Cell (Relationship Table): Group topics in cell with <topicgroup> and set @collection-type to 'family' (all related) or 'sequence' (Next/Previous links).,"Map, Bookmap",103,rng,True,ryffineMap.rng,"<define name=""topicgroup"">","<attribute name=""collection-type"">\n        <choice>\n          <value>family</value>\n          <value>sequence</value>\n        </choice>\n      </attribute>",False,411,4fe58608-84b6-4e69-895c-ab2bd4c7eaa6
Creating One-Way Links (Relationship Table): Set @linking attribute in <topicref> to 'targetonly' (cannot link back from) or 'sourceonly' (cannot link back to as).,"Map, Bookmap",104,rng,True,ryffineMap.rng,"<define name=""topicref"">","<optional>\n        <attribute name=""linking"">\n          <choice>\n            <value>targetonly</value>\n            <value>sourceonly</value>\n            <value>normal</value>\n          </choice>\n        </attribute>\n      </optional>",False,412,e69d8be5-b2ba-4efb-ab65-551dbc4c247e
"Linking attributes: @collection-type on <topicref> specifies how children relate to parent/each other (family, sequence).","Map, Bookmap",104,rng,True,ryffineMap.rng,"<define name=""topicref"">","<attribute name=""collection-type"">\n        <choice>\n          <value>family</value>\n          <value>sequence</value>\n        </choice>\n      </attribute>",False,413,fb62380a-fe6b-4ff7-9bc8-61109f42797c
"Linking attributes: @conref points to specific element to include at point of reference (content inserted, not linked).","Map, Bookmap, Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",105,semantic,False,,,,False,414,ebc797d1-5a99-4211-a5c7-38921bedb5b1
"Linking attributes: @format indicates type of file being referenced if non-DITA (dita, ditamap, html, pdf, or file extension). Required for non-DITA files.","Map, Bookmap",105,rng,True,ryffineMap.rng,"<define name=""topicref""> / <define name=""mapref"">","<optional>\n        <attribute name=""format"">\n          <data type=""string""/>\n        </attribute>\n      </optional>",False,415,08e6e287-67e9-4d16-8fff-778a8bdb4862
"Linking attributes: @href defines link to graphic/topic in repository (file path/name or GUID). Required for <topicref>, <mapref>, <image>, <xref>.","Map, Bookmap, Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",105,rng,True,ryffineMap.rng / ryffineCommonElements.rng,"<define name=""topicref""> / <define name=""mapref""> / <define name=""image""> / <define name=""xref"">","<attribute name=""href"">\n        <data type=""string""/>\n      </attribute> (present in all these definitions)",False,416,46bd51ec-2ee7-492d-963b-6e9b641bcce2
"Linking attributes: @linking on <topicref> in map/reltable controls direction of links (targetonly, sourceonly).","Map, Bookmap",105,rng,True,ryffineMap.rng,"<define name=""topicref"">","<optional>\n        <attribute name=""linking"">\n          <choice>\n            <value>targetonly</value>\n            <value>sourceonly</value>\n            <value>normal</value>\n          </choice>\n        </attribute>\n      </optional>",False,417,e61d7219-c6a3-46db-9119-2cb7efdd5b62
"Linking attributes: @type on <xref> specifies target type for cross-reference (fig, table, li, fn, section). Note: @type on <note>/<hazardstatement> is for information type, not linking.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",105,rng,True,ryffineCommonElements.rng,"<define name=""xref"">","<optional>\n        <attribute name=""type"">\n          <choice>\n            <value>fig</value>\n            <value>table</value>\n            <value>li</value>\n            <value>fn</value>\n            <value>section</value>\n          </choice>\n        </attribute>\n      </optional>",False,418,86072cf9-04f8-4628-b4b3-8ecbfb40ff35
"File Naming Convention: Begin with indicator for file type + underscore (a_, c_, t_, tp_, r_, rfaq_, rfd_, rrh_, ts_, o_, g_, m_, lm_, bm_, coll_, key_). Add title as in topic/map <title> (lowercase, no spaces/special chars/punctuation). Full titles preferred; abbreviations for long names. Avoid duplicate file names. End with .dita or .ditamap.","Map, Bookmap, Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",107-108,semantic,False,,,,False,419,8c7748f7-83dd-400a-a31c-5eb17691333f
"Map Metadata (<topicmeta>): Metadata specified in <topicmeta> within map overrides values from topic. Only use <topicmeta> for customer-facing metadata. Can use all same elements as <metadata> in Prolog, except index terms. <audience>, <category>, <keywords>, <prodinfo> do not need to be nested in <metadata> tag here.",Map,109,rng,True,ryffineMap.rng,"<define name=""topicmeta"">","<element name=""topicmeta"">\n      <zeroOrMore>\n        <choice>\n          <ref name=""navtitle""/>\n          <ref name=""shortdesc""/>\n          <ref name=""audience""/>\n          <ref name=""category""/>\n          <ref name=""keywords""/>\n          <ref name=""prodinfo""/>\n        </choice>\n      </zeroOrMore>\n    </element>",False,420,3b5beb95-1d9f-4f1c-b2fb-12381ed1af2e
Do not specify keywords at the map level. Any metadata that will assist authors in locating topics should remain in topics themselves.,"Map, Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",110,semantic,False,,,,False,421,c31c1542-b922-47e2-9339-b9796a25bacd
"To use <navtitle> in map's <topicmeta> instead of file's own title, include @locktitle='yes' on referring <topicref> or <mapref>.",Map,110-111,programmatic,False,,,,False,422,e83b6b14-f9a2-488d-92d6-99f54eb44b49
Nest <shortdesc> element in <topicmeta> to provide short description for non-DITA items or to help users understand distinction between different contexts of same topic. Map-level <shortdesc> overrides topic's.,Map,111,rng,True,ryffineMap.rng,"<define name=""topicmeta"">","<ref name=""shortdesc""/> (as child of topicmeta)",False,423,d3b00b1d-f4f7-417d-a829-4c81b236361c
"Bookmeta elements: Nest <authorinformation>, <publisherinformation>, <bookid>, <bookrights> in order specified within <bookmeta> element in bookmap.",Bookmap,111,rng,True,ryffineBookmap.rng,"<define name=""bookmeta"">","<element name=""bookmeta"">\n      <optional>\n        <ref name=""authorinformation""/>\n      </optional>\n      <optional>\n        <ref name=""publisherinformation""/>\n      </optional>\n      <optional>\n        <ref name=""bookid""/>\n      </optional>\n      <optional>\n        <ref name=""bookrights""/>\n      </optional>\n    </element>",False,424,4d75390d-0272-4f46-944b-6ffd2f390dcb
"Display attributes: 'frame' specifies if border should surround element and on what sides (top, bottom, topbot, all, sides, none).","Map, Bookmap, Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",122,rng,True,ryffineCommonElements.rng,"<define name=""simpletable"">","<optional>\n      <attribute name=""frame"">\n        <choice>\n          <value>all</value>\n          <value>topbot</value>\n          <value>top</value>\n          <value>bottom</value>\n          <value>sides</value>\n          <value>none</value>\n        </choice>\n      </attribute>\n    </optional>",False,425,1aeaa277-19fd-453c-941e-4ab5842d1790
Display attributes: 'scale' specifies percentage to resize fonts/images in proportion to normal size (50-200). Primarily for print. Best practice: resize images in source file.,"Map, Bookmap, Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",122,rng,False,,,,False,426,6416d856-5b7b-49f6-b52f-14d8505553b6
Display attributes: 'outputclass' specifies special styling be used during output processing.,"Map, Bookmap, Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",122,rng,False,,,,False,427,0cccdb2f-7acd-4e9b-92de-35e054ce2a20
Display attributes: 'rev' indicates specific revision level or tracks change to change request/problem report. Define value as version/release of product (e.g. rev='v1.r1'). Do not use for minor editorial changes unrelated to product change.,"Map, Bookmap, Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",123,rng,False,,,,False,428,11e68262-ea6c-4ed8-b7b7-0d31ed204815
